run,best_epoch mean,best_epoch std,best_train_loss mean,best_train_loss std,best_train_accuracy mean,best_train_accuracy std,best_train_recall mean,best_train_recall std,best_train_precision mean,best_train_precision std,best_train_f1 mean,best_train_f1 std,best_valid_loss mean,best_valid_loss std,best_valid_accuracy mean,best_valid_accuracy std,best_valid_recall mean,best_valid_recall std,best_valid_precision mean,best_valid_precision std,best_valid_f1 mean,best_valid_f1 std,best_test_loss mean,best_test_loss std,best_test_accuracy mean,best_test_accuracy std,best_test_recall mean,best_test_recall std,best_test_precision mean,best_test_precision std,best_test_f1 mean,best_test_f1 std
relu-v1-normal-wd=0,-1.0,0.0,1.26433033983321,0.0,0.88202,0.0,0.8804966749331946,0.0,0.8804176087902892,0.0,0.8804571400866825,0.0,1.2255794765376788,0.0,0.8853,0.0,0.8843540527418335,0.0,0.884218541916186,0.0,0.8842862921374831,0.0,1.289172996998737,0.0,0.8793,0.0,0.8778619063108211,0.0,0.8777691606235185,0.0,0.8778155310174061,0.0
relu-v1-normal-wd=1e-3,-1.0,0.0,0.27589500399289985,0.0,0.93078,0.0,0.9297719199124813,0.0,0.9299858758852231,0.0,0.929878885591562,0.0,0.28546126553713147,0.0,0.9284,0.0,0.9276480188689462,0.0,0.9277238976656982,0.0,0.9276859567157216,0.0,0.29345073974674474,0.0,0.9255,0.0,0.924339741834396,0.0,0.9246533690496561,0.0,0.9244965288432168,0.0
relu-v1-ku-wd=1-force,-1.0,0.0,1.6329481049038097,0.0,0.6383,0.0,0.6378627336854966,0.0,0.763934142647997,0.0,0.695229285800192,0.0,1.5764397568855435,0.0,0.6584,0.0,0.6555599683416199,0.0,nan,nan,nan,nan,1.6158594851952046,0.0,0.6344,0.0,0.6367921714445127,0.0,0.7647237209428234,0.0,0.6949190964717573,0.0
relu-v1-ku-wd=1e-5,-1.0,0.0,0.24578845387692316,0.0,0.93152,0.0,0.9305350241709787,0.0,0.9306890392085727,0.0,0.9306120253174555,0.0,0.2583738701593564,0.0,0.9303,0.0,0.929556132563007,0.0,0.9296098441562373,0.0,0.929582987583754,0.0,0.2684482457063794,0.0,0.9257,0.0,0.9245547877777472,0.0,0.9247291642425264,0.0,0.9246419677888057,0.0
relu-v1-normal-wd=1e-4,-1.0,0.0,0.23949309913522346,0.0,0.93874,0.0,0.9378406863400588,0.0,0.9379713420549924,0.0,0.937906009647252,0.0,0.28573317359601114,0.0,0.929,0.0,0.9283214204982002,0.0,0.9283500716915031,0.0,0.9283357458737864,0.0,0.29565803673207325,0.0,0.9248,0.0,0.923708755702106,0.0,0.9238623822910712,0.0,0.9237855626095195,0.0
relu-v1-ku-wd=1,-1.0,0.0,1.6859218794555217,0.0,0.62912,0.0,0.6280972464792967,0.0,0.6696194057346163,0.0,0.6481940479279399,0.0,1.6274839202947915,0.0,0.6491,0.0,0.6455285857330174,0.0,nan,nan,nan,nan,1.6716637303866446,0.0,0.6237,0.0,0.6255827714312668,0.0,nan,nan,nan,nan
relu-v1-ku-wd=1e-1,-1.0,0.0,0.6577052617721667,0.0,0.89134,0.0,0.8897126278644985,0.0,0.8908236435886749,0.0,0.8902677891018201,0.0,0.6230869359214877,0.0,0.9035,0.0,0.9026846975648937,0.0,0.9032432429466171,0.0,0.9029638838810622,0.0,0.6329472422132909,0.0,0.8988,0.0,0.8973850105554467,0.0,0.8980000041393665,0.0,0.8976924020170441,0.0
relu-v1-normal-wd=1e-5,-1.0,0.0,0.24722276284003927,0.0,0.93904,0.0,0.9381619075789637,0.0,0.9382559632008153,0.0,0.9382089330326161,0.0,0.32367893818335935,0.0,0.9234,0.0,0.9226572506526942,0.0,0.922656995699457,0.0,0.9226571231760581,0.0,0.3467243528523484,0.0,0.9213,0.0,0.9202242184172464,0.0,0.9204272255844934,0.0,0.9203257108059448,0.0
relu-v1-ku-wd=1e-3,-1.0,0.0,0.2818278985517702,0.0,0.92644,0.0,0.9253832587645376,0.0,0.925570145151019,0.0,0.9254766925230402,0.0,0.2813275432885377,0.0,0.9264,0.0,0.9256345959676017,0.0,0.9257160937392255,0.0,0.9256753430596187,0.0,0.2907345252555807,0.0,0.9241,0.0,0.9230122646022278,0.0,0.9232212370404433,0.0,0.9231167389946952,0.0
relu-v1-ku-wd=1e-4,-1.0,0.0,0.24969078466926237,0.0,0.93132,0.0,0.9303367406305837,0.0,0.930497462076827,0.0,0.9304170944128982,0.0,0.2614121586677722,0.0,0.9298,0.0,0.9290624505492435,0.0,0.9290869629677958,0.0,0.9290747065968377,0.0,0.2713124350634831,0.0,0.9257,0.0,0.9245688573815425,0.0,0.9247567058188361,0.0,0.9246627720596745,0.0
